,圖號,圖名,卷片號或數位照片檔名,CloudRate,SecureType,拍攝日期,MinX,MinY,MaxX,MaxY,現有檔名,Roll,camera,Unnamed: 13,Unnamed: 14,Unnamed: 15
51003,96191028,織羅山,181111_0250_mtbn,30,一般圖,20181111,294245.835,2591227.808,296808.956,2594004.244,96191028_181111_0250_mtbn.tif,181111_,ADS40,,,
51014,96191029,北溪,181111_0232_mtbn,10,一般圖,20181111,296800.153,2591235.706,299363.761,2594012.592,96191029_181111_0232_mtbn.tif,181111_,ADS40,,,
51029,96191031,他尾羅山(三),210320f_51~0246_hr4,30,一般圖,20210320,276370.711,2588416.445,278930.91,2591189.728,96191031_210320f_51~0246_hr4.tif,210320f,DMC,,,
51034,96191032,他尾羅山(二),150731e_52~0131_hr4,0,一般圖,20150731,278925.476,2588421.237,281486.159,2591194.967,96191032_150731e_52~0131_hr4.tif,150731e,DMC,,,
51036,96191032,他尾羅山(二),170812_0346_mtbn,20,一般圖,20170812,278925.476,2588421.237,281486.159,2591194.967,96191032_170812_0346_mtbn.tif,170812_,ADS40,,,
51111,96191039,南溪,130531d_59~0379_hr4,10,一般圖,20130531,296808.956,2588467.177,299373.035,2591244.047,96191039_130531d_59~0379_hr4.tif,130531d,DMC,,,
51182,96191045,高寮,110604j_19_0637_hr4,20,一般圖,20110604,286596.67,2585669.773,289159.279,2588444.832,96191045_110604j_19_0637_hr4.tif,110604j,DMC,,,
51206,96191048,鷹仔嘴,131030d_58~0343_hr4,40,一般圖,20131030,294262.472,2585690.772,296826.536,2588467.177,96191048_131030d_58~0343_hr4.tif,131030d,DMC,,,
51209,96191048,鷹仔嘴,151028d_58~0046_hr4,90,一般圖,20151028,294262.472,2585690.772,296826.536,2588467.177,96191048_151028d_58~0046_hr4.tif,151028d,DMC,,,
51327,96191061,卓溪山,170630_0401_mtbn,90,一般圖,20170630,276385.559,2580111.037,278947.18,2582884.281,96191061_170630_0401_mtbn.tif,170630_,ADS40,,,
51379,96191065,贊平,140628d_55~0234_hr4,20,一般圖,20140628,286610.397,2580132.806,289173.95,2582907.837,96191065_140628d_55~0234_hr4.tif,140628d,DMC,,,
51431,96191071,南安,141001d_51~0149_hr4,90,一般圖,20141001,276390.498,2577342.585,278952.592,2580115.816,96191071_141001d_51~0149_hr4.tif,141001d,DMC,,,
51489,96191074,樂合,181109_0340_mtbn,90,一般圖,20181109,284060.556,2577358.237,286624.097,2580132.806,96191074_181109_0340_mtbn.tif,181109_,ADS40,,,
51594,96191084,安通,110706_0244_mtbn,20,一般圖,20110706,284066.924,2574589.78,286630.936,2577364.336,96191084_110706_0244_mtbn.tif,110706_,ADS40,,,
51725,96191096,嘰卡拉袋,130531d_56~0448_hr4,20,一般圖,20130531,289188.591,2571833.953,291754.038,2574609.388,96191096_130531d_56~0448_hr4.tif,130531d,DMC,,,
51850,96192012,東竹,140620d_52~0004_hr4,90,一般圖,20140620,278968.796,2566273.625,281533.258,2569047.25,96192012_140620d_52~0004_hr4.tif,140620d,DMC,,,
51852,96192012,東竹,141001d_52~0117_hr4,40,一般圖,20141001,278968.796,2566273.625,281533.258,2569047.25,96192012_141001d_52~0117_hr4.tif,141001d,DMC,,,
51874,96192015,大濱溪上游,170712_0153_mtbn,40,一般圖,20170712,286644.594,2566290.545,289210.497,2569065.504,96192015_170712_0153_mtbn.tif,170712_,ADS40,,,
51937,96192025,開眼山(北部),160823e_55~0008_hr4,20,一般圖,20160823,286651.413,2563522.119,289217.785,2566297.064,96192025_160823e_55~0008_hr4.tif,160823e,DMC,,,
52011,96192041,豐南,141001d_51~0177_hr4,10,一般圖,20141001,276424.932,2557963.667,278990.324,2560736.81,96192041_141001d_51~0177_hr4.tif,141001d,DMC,,,
52154,96192062,東河農場,160715d_52~0159_hr4,90,一般圖,20160715,278995.692,2552431.653,281562.499,2555205.212,96192062_160715d_52~0159_hr4.tif,160715d,DMC,,,
52164,96192063,麒麟(西部),150611d_53~0004_hr4,90,一般圖,20150611,281556.663,2552436.831,284123.948,2555210.833,96192063_150611d_53~0004_hr4.tif,150611d,DMC,,,
52176,96192064,麒麟,150611d_54~0038_hr4,10,一般圖,20150611,284117.638,2552442.447,286685.401,2555216.893,96192064_150611d_54~0038_hr4.tif,150611d,DMC,,,
52225,96192072,順那,131201d_52~0440_hr4,30,一般圖,20131201,279001.055,2549663.284,281568.33,2552436.831,96192072_131201d_52~0440_hr4.tif,131201d,DMC,,,
52229,96192072,順那,160715d_52~0163_hr4,90,一般圖,20160715,279001.055,2549663.284,281568.33,2552436.831,96192072_160715d_52~0163_hr4.tif,160715d,DMC,,,
52278,96192082,美蘭,140628d_52~0106_hr4,30,一般圖,20140628,279006.412,2546894.925,281574.154,2549668.458,96192082_140628d_52~0106_hr4.tif,140628d,DMC,,,
52282,96192082,美蘭,160715d_52~0167_hr4,90,一般圖,20160715,279006.412,2546894.925,281574.154,2549668.458,96192082_160715d_52~0167_hr4.tif,160715d,DMC,,,
52283,96192082,美蘭,171006_0314_mtbn,30,一般圖,20171006,279006.412,2546894.925,281574.154,2549668.458,96192082_171006_0314_mtbn.tif,171006_,ADS40,,,
52336,96192092,北源,160715d_52~0171_hr4,40,一般圖,20160715,279011.764,2544126.574,281579.973,2546900.095,96192092_160715d_52~0171_hr4.tif,160715d,DMC,,,
52387,96193004,布拉克桑山(一),220923g_44~0153_hr4,20,一般圖,20220923,258498.562,2569016.259,261058.719,2571786.351,96193004_220923g_44~0153_hr4.tif,220923g,DMC,,,
52491,96193019,明里(三),210320f_49~0168_hr4,40,一般圖,20210320,271293.033,2566260.664,273856.055,2569032.958,96193019_210320f_49~0168_hr4.tif,210320f,DMC,,,
52495,96193020,明里(二),120702_0407_mtbn,0,一般圖,20120702,273851.617,2566264.544,276415.119,2569037.282,96193020_120702_0407_mtbn.tif,120702_,ADS40,,,
52564,96193028,龍泉(一),191111_0259_mtbn,90,一般圖,20191111,268737.937,2563488.825,271300.952,2566260.664,96193028_191111_0259_mtbn.tif,191111_,ADS40,,,
52567,96193029,里行山,091028j_13~0249_hr4,10,一般圖,20091028,271296.995,2563492.263,273860.489,2566264.544,96193029_091028j_13~0249_hr4.tif,091028j,DMC,,,
52604,96193030,富里(北部),220418d_50~0008_hr4c,30,一般圖,20220418,273856.055,2563496.14,276420.028,2566268.865,96193030_220418d_50~0008_hr4c.tif,220418d,DMC,,,
52624,96193033,下馬(三),090108_0324_rgbn,40,一般圖,20090108,255790.0,2560565.0,258655.0,2563630.0,96193033_090108_0324_rgbn.tif,090108_,ADS40,,,
52651,96193036,塔塔克(二),130930e_46~0198_hr4,90,一般圖,20130930,263622.359,2560714.883,266184.892,2563485.827,96193036_130930e_46~0198_hr4.tif,130930e,DMC,,,
52724,96193041,新溪頭(四),160713g_41~0096_hr4,30,一般圖,20160713,250824.888,2557940.316,253385.514,2560709.048,96193041_160713g_41~0096_hr4.tif,160713g,DMC,,,
52746,96193044,嘉寶(一),130323f_44~0125_hr4,20,一般圖,20130323,258504.885,2557942.714,261066.937,2560712.766,96193044_130323f_44~0125_hr4.tif,130323f,DMC,,,
52810,96193050,冷水,110604j_19_0602_hr4,90,一般圖,20110604,273864.918,2557959.358,276429.831,2560732.058,96193050_110604j_19_0602_hr4.tif,110604j,DMC,,,
52828,96193051,新溪頭(三),140325g_41~0214_hr4,40,一般圖,20140325,250825.041,2555171.954,253386.141,2557940.677,96193051_140325g_41~0214_hr4.tif,140325g,DMC,,,
52939,96193061,四方山(四),160713g_41~0104_hr4,40,一般圖,20160713,250825.194,2552403.6,253386.767,2555172.314,96193061_160713g_41~0104_hr4.tif,160713g,DMC,,,
52976,96193066,楠山(一),180327e_46~0008_hr4,90,一般圖,20180327,263629.937,2552409.781,266193.884,2555180.692,96193066_180327e_46~0008_hr4.tif,180327e,DMC,,,
53075,96193075,楠山(三),090319e_45~0231_rgb,20,一般圖,20090319,260920.0,2549495.0,263785.0,2552560.0,96193075_090319e_45~0231_rgb.tif,090319e,DMC,,,
53156,96193080,紅菜寮,130602d_50~0219_hr4,90,一般圖,20130602,273878.178,2549654.249,276444.499,2552426.912,96193080_130602d_50~0219_hr4.tif,130602d,DMC,,,
53175,96193081,關東松(四),210202g_41~0138_hr4,20,一般圖,20210202,250825.499,2546866.92,253388.018,2549635.616,96193081_210202g_41~0138_hr4.tif,210202g,DMC,,,
53222,96193086,崁頂,220418d_46~0091_hr4,10,一般圖,20220418,263634.976,2546873.09,266199.864,2549643.979,96193086_220418d_46~0091_hr4.tif,220418d,DMC,,,
53293,96193091,關東松(三),140325g_41~0230_hr4,90,一般圖,20140325,250825.651,2544098.593,253388.642,2546867.279,96193091_140325g_41~0230_hr4.tif,140325g,DMC,,,
53316,96193094,加拿山(二),130323f_44~0105_hr4,90,一般圖,20130323,258512.753,2544100.981,261077.162,2546870.982,96193094_130323f_44~0105_hr4.tif,130323f,DMC,,,
53424,96194002,大水窟山(一),220406i_42~0068_hr4,20,一般圖,20220406,253376.034,2596698.676,255930.455,2599467.98,96194002_220406i_42~0068_hr4.tif,220406i,DMC,,,
53499,96194013,米亞桑溪(三),210202i_43~0040_hr4,10,一般圖,20210202,255930.455,2593930.998,258485.838,2596700.737,96194013_210202i_43~0040_hr4.tif,210202i,DMC,,,
53584,96194027,塔洛木(四),170408_0316_mtbn,20,一般圖,20170408,266148.645,2591170.181,268706.435,2593941.691,96194027_170408_0316_mtbn.tif,170408_,ADS40,,,
53636,96194036,馬西桑(二),170408_0305_mtbn,40,一般圖,20170408,263596.931,2588399.128,266154.717,2591170.181,96194036_170408_0305_mtbn.tif,170408_,ADS40,,,
53823,96194065,新康山(四),170404_0250_mtbn,0,一般圖,20170404,261048.399,2580091.632,263607.133,2582862.209,96194065_170404_0250_mtbn.tif,170404_,ADS40,,,
53997,96194095,班喀(三),170404_0250_mtbn,30,一般圖,20170404,261054.597,2571786.351,263614.758,2574556.896,96194095_170404_0250_mtbn.tif,170404_,ADS40,,,
54037,96201001,能高山(四),120624h_51~0106_hr4,90,一般圖,20120624,276255.383,2652093.901,278804.535,2654867.479,96201001_120624h_51~0106_hr4.tif,120624h,DMC,,,
54156,96201017,桃源山(三),170813_0314_mtbn,40,一般圖,20170813,291525.012,2649361.243,294077.621,2652137.542,96201017_170813_0314_mtbn.tif,170813_,ADS40,,,
54174,96201021,白石山(四),100619h_51~0136_hr4,10,一般圖,20100619,276265.516,2646556.543,278815.639,2649330.095,96201021_100619h_51~0136_hr4.tif,100619h,DMC,,,
54240,96201031,白石山(三),120624h_51~0118_hr4,90,一般圖,20120624,276270.576,2643787.878,278821.183,2646561.417,96201031_120624h_51~0118_hr4.tif,120624h,DMC,,,
54301,96201041,安東軍山(四),120624h_51~0122_hr4,90,一般圖,20120624,276275.63,2641019.222,278826.722,2643792.748,96201041_120624h_51~0122_hr4.tif,120624h,DMC,,,
54409,96201059,豐山(三),140627d_59~0004_hr4,90,一般圖,20140627,296649.142,2638302.049,299204.667,2641079.201,96201059_140627d_59~0004_hr4.tif,140627d,DMC,,,
54419,96201060,豐山,130531d_60~0050_hr4,10,一般圖,20130531,299195.224,2638310.506,301751.243,2641088.113,96201060_130531d_60~0050_hr4.tif,130531d,DMC,,,
54498,96201072,安東山(二),100501g_52~0186_hr4,0,一般圖,20100501,278685.0,2632575.0,281550.0,2635640.0,96201072_100501g_52~0186_hr4.tif,100501g,DMC,,,
54516,96201074,初見(二),181003_0301_mtbn,90,一般圖,20181003,283931.833,2632729.214,286485.85,2635504.061,96201074_181003_0301_mtbn.tif,181003_,ADS40,,,
54557,96201080,壽豐溪口,170727_0338_mtbn,90,一般圖,20170727,299214.1,2632773.142,301771.077,2635550.718,96201080_170727_0338_mtbn.tif,170727_,ADS40,,,
54581,96201084,萬里橋溪(一),181003_0301_mtbn,90,一般圖,20181003,283938.33,2629960.581,286492.828,2632735.414,96201084_181003_0301_mtbn.tif,181003_,ADS40,,,
54586,96201085,林田山(四),150801_0416_mtbn,40,一般圖,20150801,286485.85,2629966.776,289040.839,2632742.063,96201085_150801_0416_mtbn.tif,150801_,ADS40,,,
54603,96201088,見晴,180512_0339_mtbn,40,一般圖,20180512,294128.437,2629988.05,296684.905,2632764.699,96201088_180512_0339_mtbn.tif,180512_,ADS40,,,
54637,96201092,七星潭東山(二),151017g_52~0029_hr4,30,一般圖,20151017,278848.821,2627180.92,281402.817,2629954.834,96201092_151017g_52~0029_hr4.tif,151017g,DMC,,,
54657,96201096,林田山(二),181219f_56~0024_hr4,0,一般圖,20181219,289040.839,2627204.784,291596.801,2629980.51,96201096_181219f_56~0024_hr4.tif,181219f,DMC,,,
54660,96201097,見晴(三),170813_0240_mtbn,30,一般圖,20170813,291588.856,2627211.87,294145.309,2629988.05,96201097_170813_0240_mtbn.tif,170813_,ADS40,,,
54688,96201100,草鼻,130531d_60~0057_hr4,90,一般圖,20130531,299232.939,2627235.814,301790.871,2630013.358,96201100_130531d_60~0057_hr4.tif,130531d,DMC,,,
54740,96202008,鳳林,131030d_58~0399_hr4,40,一般圖,20131030,294145.309,2624450.766,296702.733,2627227.385,96202008_131030d_58~0399_hr4.tif,131030d,DMC,,,
54754,96202009,金田,161027b_59~0128_hr4,30,一般圖,20161027,296693.824,2624458.741,299251.74,2627235.814,96202009_161027b_59~0128_hr4.tif,161027b,DMC,,,
54804,96202017,長橋,140627d_57~0313_hr4,40,一般圖,20140627,291604.738,2621674.616,294162.147,2624450.766,96202017_140627d_57~0313_hr4.tif,140627d,DMC,,,
54866,96202024,馬鞍溪中游(一),210320f_54~0335_hr4,20,一般圖,20210320,283964.256,2618886.137,286520.672,2621660.915,96202024_210320f_54~0335_hr4.tif,210320f,DMC,,,
54938,96202034,馬鞍溪中游(二),140728f_54~0043_hr4,30,一般圖,20140728,283970.721,2616117.548,286527.615,2618892.312,96202034_140728f_54~0043_hr4.tif,140728f,DMC,,,
55005,96202041,丹大山東部(四),151017g_51~0092_hr4,30,一般圖,20151017,276325.898,2613333.149,278881.805,2616106.547,96202041_151017g_51~0092_hr4.tif,151017g,DMC,,,
55013,96202043,拔子山(四),140728f_53~0028_hr4,40,一般圖,20140728,281426.748,2613343.249,283983.632,2616117.548,96202043_140728f_53~0028_hr4.tif,140728f,DMC,,,
55085,96202052,丹大山東部(二),161028g_52~0211_hr4,90,一般圖,20161028,278881.805,2610569.414,281438.678,2613343.249,96202052_161028g_52~0211_hr4.tif,161028g,DMC,,,
55106,96202055,溪頭,210528d_55~0049_hr4,40,一般圖,20210528,286534.552,2610586.558,289092.89,2613361.745,96202055_210528d_55~0049_hr4.tif,210528d,DMC,,,
55134,96202058,阿羅朗(東),180512_0339_mtbn,40,一般圖,20180512,294187.342,2610607.712,296747.148,2613384.255,96202058_180512_0339_mtbn.tif,180512_,ADS40,,,
55206,96202068,秀望山,130531d_58~0311_hr4,40,一般圖,20130531,294195.723,2607839.128,296756.005,2610615.655,96202068_130531d_58~0311_hr4.tif,130531d,DMC,,,
55243,96202073,虎頭山(三),170812_0339_mtbn,90,一般圖,20170812,281444.634,2605037.577,284002.95,2607811.835,96202073_170812_0339_mtbn.tif,170812_,ADS40,,,
55276,96202077,秦公越,171018_0324_mtbn,20,一般圖,20171018,291652.194,2605063.067,294212.461,2607839.128,96202077_171018_0324_mtbn.tif,171018_,ADS40,,,
55295,96202079,八里灣西部,170712_0249_mtbn,30,一般圖,20170712,296756.005,2605078.483,299317.25,2607855.446,96202079_170712_0249_mtbn.tif,170712_,ADS40,,,
55432,96202096,鶴崗,210528d_56~0108_hr4,20,一般圖,20210528,289115.087,2599518.927,291675.815,2602294.507,96202096_210528d_56~0108_hr4.tif,210528d,DMC,,,
55438,96202097,三?竹,151017d_57~0051_hr4,10,一般圖,20151017,291667.949,2599525.956,294229.165,2602301.986,96202097_151017d_57~0051_hr4.tif,151017d,DMC,,,
55480,96203001,郡大溪巒大溪交口(四),180328f_41~0130_hr4,0,一般圖,20180328,250821.171,2624383.656,253370.276,2627152.608,96203001_180328f_41~0130_hr4.tif,180328f,DMC,,,
55640,96203021,巒大溪下游(四),090906_0202_rgbn,0,一般圖,20090906,250665.0,2618700.0,253530.0,2621765.0,96203021_090906_0202_rgbn.tif,090906_,ADS40,,,
55677,96203026,丹大西溪(一),090101_0244_RGBN,0,一般圖,20090101,263415.0,2618710.0,266280.0,2621775.0,96203026_090101_0244_RGBN.tif,090101_,ADS40,,,
56042,96203072,無雙山(二),090102_0330_rgbn,0,一般圖,20090102,253220.0,2604855.0,256085.0,2607920.0,96203072_090102_0330_rgbn.tif,090102_,ADS40,,,
56182,96203092,無雙(二),151025i_42~0121_hr4,40,一般圖,20151025,253375.396,2599467.17,255929.337,2602236.484,96203092_151025i_42~0121_hr4.tif,151025i,DMC,,,
56283,96204005,萬大水庫(四),151025f_45~0021_hr4,30,一般圖,20151025,260993.891,2652074.086,263540.081,2654844.939,96204005_151025f_45~0021_hr4.tif,151025f,DMC,,,
56286,96204005,萬大水庫(四),210314f_45~0059_hr4,10,一般圖,20210314,260993.891,2652074.086,263540.081,2654844.939,96204005_210314f_45~0059_hr4.tif,210314f,DMC,,,
56306,96204007,瑪谷溪(四),190110g_48~0138_hr4,0,一般圖,20190110,266081.046,2652078.887,268628.222,2654850.647,96204007_190110g_48~0138_hr4.tif,190110g,DMC,,,
56497,96204025,尖臺山(四),190822_0322_mtbn,40,一般圖,20190822,260998.134,2646536.759,263545.301,2649307.591,96204025_190822_0322_mtbn.tif,190822_,ADS40,,,
56559,96204030,白石山西麓(一),150610h_50~0048_hr4,0,一般圖,20150610,273720.946,2646552.12,276270.576,2649325.218,96204030_150610h_50~0048_hr4.tif,150610h,DMC,,,
56672,96204042,文文社(一),081010_0410_RGBN,0,一般圖,20081010,253210.0,2640850.0,256075.0,2643915.0,96204042_081010_0410_RGBN.tif,081010_,ADS40,,,
56676,96204042,文文社(一),151025f_42~0141_hr4,40,一般圖,20151025,253365.762,2640995.662,255912.433,2643765.12,96204042_151025f_42~0141_hr4.tif,151025f,DMC,,,
56804,96204058,牧山(二),140714h_48~0075_hr4,90,一般圖,20140714,268642.57,2638238.684,271192.671,2641010.839,96204058_140714h_48~0075_hr4.tif,140714h,DMC,,,
56831,96204061,卓社(四),130603f_41~0048_hr4,0,一般圖,20130603,250820.543,2635458.045,253367.7,2638227.033,96204061_130603f_41~0048_hr4.tif,130603f,DMC,,,
56882,96204068,卡社溪上游(一),130313h_48~0493_hr4,40,一般圖,20130313,268646.149,2635470.055,271196.734,2638242.198,96204068_130313h_48~0493_hr4.tif,130313h,DMC,,,
57004,96204082,孫海橋(一),151025f_42~0125_hr4,30,一般圖,20151025,253368.345,2629921.201,255916.965,2632690.62,96204082_151025f_42~0125_hr4.tif,151025f,DMC,,,
57155,96204099,北丹大山(三),150613h_49~0324_hr4,40,一般圖,20150613,271204.847,2627167.724,273757.373,2629940.283,96204099_150613h_49~0324_hr4.tif,150613h,DMC,,,
57224,96211007,四季(四),081130f_57~0008_rgb,10,一般圖,20081130,291195.0,2707360.0,294060.0,2710425.0,96211007_081130f_57~0008_rgb.tif,081130f,DMC,,,
57246,96211009,給里洛山(四),170928_0314_mtbn,0,一般圖,20170928,296422.418,2707521.955,298965.8,2710299.497,96211009_170928_0314_mtbn.tif,170928_,ADS40,,,
57252,96211010,給里洛山(一),151202g_60~0039_hr4,20,一般圖,20151202,298956.124,2707530.577,301500.013,2710308.585,96211010_151202g_60~0039_hr4.tif,151202g,DMC,,,
57301,96211015,馬諾源(三),120814g_55~0095_hr4,90,一般圖,20120814,286294.821,2704723.165,288836.671,2707498.837,96211015_120814g_55~0095_hr4.tif,120814g,DMC,,,
57373,96211022,煙聲瀑布(一),210106h_52~0042_hr4,20,一般圖,20210106,278697.955,2701936.698,281238.786,2704710.969,96211022_210106h_52~0042_hr4.tif,210106h,DMC,,,
57376,96211023,羅葉尾山(四),080921_0258_RGBN,0,一般圖,20080921,281070.0,2701800.0,283935.0,2704865.0,96211023_080921_0258_RGBN.tif,080921_,ADS40,,,
57388,96211024,羅葉尾山(一),130805_0347_mtbn,20,一般圖,20130805,283767.304,2701947.97,286309.144,2704723.165,96211024_130805_0347_mtbn.tif,130805_,ADS40,,,
57392,96211024,羅葉尾山(一),201226g_54~0264_hr4,30,一般圖,20201226,283767.304,2701947.97,286309.144,2704723.165,96211024_201226g_54~0264_hr4.tif,201226g,DMC,,,
57493,96211035,南山(三),120814g_55~0103_hr4,90,一般圖,20120814,286309.144,2699185.428,288851.98,2701961.072,96211035_120814g_55~0103_hr4.tif,120814g,DMC,,,
57565,96211042,次高東山(一),180307h_52~0290_hr4,90,一般圖,20180307,278709.266,2696399.007,281251.085,2699173.251,96211042_180307h_52~0290_hr4.tif,180307h,DMC,,,
57616,96211048,南湖大山(一),150515h_58~0120_hr4,20,一般圖,20150515,293923.364,2696438.251,296468.205,2699215.268,96211048_150515h_58~0120_hr4.tif,150515h,DMC,,,
57721,96211059,南湖大山東部(三),150515h_59~0027_hr4,10,一般圖,20150515,296468.205,2693677.522,299014.039,2696454.987,96211059_150515h_59~0027_hr4.tif,150515h,DMC,,,
57728,96211060,南湖大山東部(二),150515h_60~0004_hr4,30,一般圖,20150515,299004.41,2693686.112,301550.749,2696464.039,96211060_150515h_60~0004_hr4.tif,150515h,DMC,,,
57753,96211062,環山(一),090916h_52~0017_rgb,0,一般圖,20090916,278560.0,2690720.0,281425.0,2693785.0,96211062_090916h_52~0017_rgb.tif,090916h,DMC,,,
57811,96211067,南湖南山(四),130313h_57~0058_hr4,30,一般圖,20130313,291403.945,2690892.865,293949.262,2693669.389,96211067_130313h_57~0058_hr4.tif,130313h,DMC,,,
57820,96211068,南湖南山(一),180307h_58~0012_hr4,20,一般圖,20180307,293940.638,2690900.536,296486.457,2693677.522,96211068_180307h_58~0012_hr4.tif,180307h,DMC,,,
57833,96211070,西吉南山(一),170217_0303_mtbn,10,一般圖,20170217,299014.039,2690917.246,301560.867,2693695.157,96211070_170217_0303_mtbn.tif,170217_,ADS40,,,
57845,96211071,環山(三),180307g_51~0031_hr4,20,一般圖,20180307,276189.03,2688087.607,278731.825,2690861.352,96211071_180307g_51~0031_hr4.tif,180307g,DMC,,,
57896,96211075,羅閑山(三）,210115h_55~0245_hr4,0,一般圖,20210115,286337.707,2688110.065,288882.508,2690885.651,96211075_210115h_55~0245_hr4.tif,210115h,DMC,,,
58107,96211096,中央尖山(二),180307h_56~0141_hr4,40,一般圖,20180307,288890.121,2682579.18,291436.403,2685355.198,96211096_180307h_56~0141_hr4.tif,180307h,DMC,,,
58161,96212001,碧綠溪(四),180307g_51~0043_hr4,10,一般圖,20180307,276204.417,2679781.231,278748.686,2682554.938,96212001_180307g_51~0043_hr4.tif,180307g,DMC,,,
